dataset,feature_set,balancing,classifier,fold,accuracy,precision,recall,f1,auc,mcc
poi-1.5,METRICS_RISK,SMOTE,SVM_RBF,5,0.6595744680851063,0.7,0.75,0.7241379310344828,0.6315789473684211,0.28221261993096125
poi-1.5,METRICS_RISK,SMOTE,GB,1,0.7291666666666666,0.75,0.8275862068965517,0.7868852459016393,0.736842105263158,0.4217326631901446
poi-1.5,METRICS_RISK,SMOTE,GB,2,0.8125,0.7714285714285715,0.9642857142857143,0.8571428571428571,0.8107142857142857,0.6260187928827586
poi-1.5,METRICS_RISK,SMOTE,GB,3,0.723404255319149,0.8,0.7142857142857143,0.7547169811320755,0.7885338345864661,0.4436843199879214
poi-1.5,METRICS_RISK,SMOTE,GB,4,0.7872340425531915,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.8439849624060151,0.5677658787165576
poi-1.5,METRICS_RISK,SMOTE,GB,5,0.6595744680851063,0.75,0.6428571428571429,0.6923076923076923,0.7011278195488722,0.3210878656328906
poi-1.5,METRICS_RISK,BLSMOTE,LR,1,0.5833333333333334,0.8,0.41379310344827586,0.5454545454545454,0.6460980036297641,0.26998566999559404
poi-1.5,METRICS_RISK,BLSMOTE,LR,2,0.7083333333333334,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7357142857142858,0.40991702578932737
poi-1.5,METRICS_RISK,BLSMOTE,LR,3,0.6170212765957447,0.6923076923076923,0.6428571428571429,0.6666666666666666,0.7406015037593985,0.21894239767501242
poi-1.5,METRICS_RISK,BLSMOTE,LR,4,0.723404255319149,0.8,0.7142857142857143,0.7547169811320755,0.8439849624060152,0.4436843199879214
poi-1.5,METRICS_RISK,BLSMOTE,LR,5,0.5957446808510638,0.7142857142857143,0.5357142857142857,0.6122448979591837,0.6973684210526316,0.2170869536269191
poi-1.5,METRICS_RISK,BLSMOTE,RF,1,0.6875,0.71875,0.7931034482758621,0.7540983606557377,0.7459165154264973,0.3313613782208279
poi-1.5,METRICS_RISK,BLSMOTE,RF,2,0.8125,0.7714285714285715,0.9642857142857143,0.8571428571428571,0.8642857142857142,0.6260187928827586
poi-1.5,METRICS_RISK,BLSMOTE,RF,3,0.7446808510638298,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7979323308270678,0.4699248120300752
poi-1.5,METRICS_RISK,BLSMOTE,RF,4,0.851063829787234,0.92,0.8214285714285714,0.8679245283018868,0.8364661654135338,0.7043488579808252
poi-1.5,METRICS_RISK,BLSMOTE,RF,5,0.6595744680851063,0.75,0.6428571428571429,0.6923076923076923,0.6635338345864662,0.3210878656328906
poi-1.5,METRICS_RISK,BLSMOTE,ET,1,0.6666666666666666,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.6960072595281306,0.3030852994555354
poi-1.5,METRICS_RISK,BLSMOTE,ET,2,0.8125,0.7878787878787878,0.9285714285714286,0.8524590163934426,0.8321428571428572,0.6153871128820448
poi-1.5,METRICS_RISK,BLSMOTE,ET,3,0.6808510638297872,0.76,0.6785714285714286,0.7169811320754716,0.75,0.3567961406569535
poi-1.5,METRICS_RISK,BLSMOTE,ET,4,0.7659574468085106,0.8148148148148148,0.7857142857142857,0.8,0.8261278195488723,0.5186711594559221
poi-1.5,METRICS_RISK,BLSMOTE,ET,5,0.5531914893617021,0.6296296296296297,0.6071428571428571,0.6181818181818182,0.5977443609022557,0.08022611459210306
poi-1.5,METRICS_RISK,BLSMOTE,SVM_RBF,1,0.5625,0.8333333333333334,0.3448275862068966,0.4878048780487805,0.6388384754990926,0.270555432368805
poi-1.5,METRICS_RISK,BLSMOTE,SVM_RBF,2,0.75,0.8636363636363636,0.6785714285714286,0.76,0.8517857142857143,0.5229975846277625
poi-1.5,METRICS_RISK,BLSMOTE,SVM_RBF,3,0.6382978723404256,0.7391304347826086,0.6071428571428571,0.6666666666666666,0.724624060150376,0.28602654697182783
poi-1.5,METRICS_RISK,BLSMOTE,SVM_RBF,4,0.6808510638297872,0.8421052631578947,0.5714285714285714,0.6808510638297872,0.8120300751879699,0.41353383458646614
poi-1.5,METRICS_RISK,BLSMOTE,SVM_RBF,5,0.6170212765957447,0.7777777777777778,0.5,0.6086956521739131,0.7218045112781954,0.2922332669546417
poi-1.5,METRICS_RISK,BLSMOTE,GB,1,0.7083333333333334,0.7586206896551724,0.7586206896551724,0.7586206896551724,0.7114337568058077,0.39019963702359345
poi-1.5,METRICS_RISK,BLSMOTE,GB,2,0.7916666666666666,0.7647058823529411,0.9285714285714286,0.8387096774193549,0.7696428571428571,0.5733162099493055
poi-1.5,METRICS_RISK,BLSMOTE,GB,3,0.7446808510638298,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.7922932330827068,0.4945491263770958
poi-1.5,METRICS_RISK,BLSMOTE,GB,4,0.7659574468085106,0.84,0.75,0.7924528301886793,0.8421052631578947,0.5305724993188893
poi-1.5,METRICS_RISK,BLSMOTE,GB,5,0.6808510638297872,0.76,0.6785714285714286,0.7169811320754716,0.7255639097744362,0.3567961406569535
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,LR,1,0.6875,0.7058823529411765,0.8275862068965517,0.7619047619047619,0.705989110707804,0.32413715225348666
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,LR,2,0.7291666666666666,0.7419354838709677,0.8214285714285714,0.7796610169491526,0.7571428571428571,0.4344228714374682
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,LR,3,0.6170212765957447,0.6666666666666666,0.7142857142857143,0.6896551724137931,0.7396616541353385,0.19198137410269475
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,LR,4,0.7446808510638298,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8533834586466165,0.4699248120300752
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,LR,5,0.6808510638297872,0.7096774193548387,0.7857142857142857,0.7457627118644068,0.6973684210526316,0.32315541203112486
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,RF,1,0.6666666666666666,0.6857142857142857,0.8275862068965517,0.75,0.7676950998185117,0.27361447519361976
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,RF,2,0.8125,0.7714285714285715,0.9642857142857143,0.8571428571428571,0.8508928571428572,0.6260187928827586
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,RF,3,0.6808510638297872,0.76,0.6785714285714286,0.7169811320754716,0.7481203007518797,0.3567961406569535
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,RF,4,0.7446808510638298,0.8076923076923077,0.75,0.7777777777777778,0.8101503759398497,0.4805600084561713
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,RF,5,0.6170212765957447,0.6666666666666666,0.7142857142857143,0.6896551724137931,0.6127819548872181,0.19198137410269475
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,ET,1,0.6666666666666666,0.7096774193548387,0.7586206896551724,0.7333333333333333,0.7159709618874773,0.29135236340996784
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,ET,2,0.7708333333333334,0.7428571428571429,0.9285714285714286,0.8253968253968254,0.8053571428571429,0.5309273306727194
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,ET,3,0.6382978723404256,0.6896551724137931,0.7142857142857143,0.7017543859649122,0.7048872180451129,0.24289518292333856
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,ET,4,0.7021276595744681,0.75,0.75,0.75,0.7866541353383459,0.3815789473684211
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,ET,5,0.6170212765957447,0.6666666666666666,0.7142857142857143,0.6896551724137931,0.568609022556391,0.19198137410269475
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,1,0.7083333333333334,0.7027027027027027,0.896551724137931,0.7878787878787878,0.7604355716878404,0.36954305488188277
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,2,0.8125,0.7567567567567568,1.0,0.8615384615384616,0.8714285714285713,0.6451482125963119
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,3,0.7021276595744681,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.6907894736842105,0.37244386575922783
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,4,0.8085106382978723,0.8518518518518519,0.8214285714285714,0.8363636363636363,0.8477443609022557,0.6063601684286859
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,5,0.6595744680851063,0.6764705882352942,0.8214285714285714,0.7419354838709677,0.6541353383458647,0.2660251884272615
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,GB,1,0.6666666666666666,0.6857142857142857,0.8275862068965517,0.75,0.7822141560798549,0.27361447519361976
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,GB,2,0.8333333333333334,0.8125,0.9285714285714286,0.8666666666666667,0.8339285714285714,0.6573757351339165
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,GB,3,0.7021276595744681,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7810150375939849,0.393354138195785
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,GB,4,0.7021276595744681,0.7916666666666666,0.6785714285714286,0.7307692307692307,0.8092105263157895,0.4078184960049932
poi-1.5,METRICS_POST_TFIDF_RISK,NONE,GB,5,0.6170212765957447,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6710526315789473,0.20488721804511278
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,LR,1,0.6041666666666666,0.75,0.5172413793103449,0.6122448979591837,0.6751361161524501,0.25203347226782336
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,LR,2,0.75,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7482142857142857,0.4857142857142857
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,LR,3,0.6382978723404256,0.72,0.6428571428571429,0.6792452830188679,0.7528195488721805,0.2699079613259855
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,LR,4,0.7659574468085106,0.84,0.75,0.7924528301886793,0.843984962406015,0.5305724993188893
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,LR,5,0.6595744680851063,0.7,0.75,0.7241379310344828,0.6823308270676691,0.28221261993096125
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,RF,1,0.6666666666666666,0.6857142857142857,0.8275862068965517,0.75,0.7767695099818512,0.27361447519361976
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,RF,2,0.7916666666666666,0.7647058823529411,0.9285714285714286,0.8387096774193549,0.8482142857142857,0.5733162099493055
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,RF,3,0.6595744680851063,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7199248120300753,0.2932330827067669
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,RF,4,0.7446808510638298,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.7894736842105263,0.4945491263770958
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,RF,5,0.6595744680851063,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.6259398496240601,0.2932330827067669
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,ET,1,0.6875,0.7333333333333333,0.7586206896551724,0.7457627118644068,0.722323049001815,0.34098891804024256
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,ET,2,0.7291666666666666,0.7272727272727273,0.8571428571428571,0.7868852459016393,0.7973214285714286,0.43305019054662414
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,ET,3,0.6595744680851063,0.7307692307692307,0.6785714285714286,0.7037037037037037,0.693609022556391,0.30614826793539873
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,ET,4,0.7446808510638298,0.8076923076923077,0.75,0.7777777777777778,0.7866541353383459,0.4805600084561713
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,ET,5,0.6170212765957447,0.65625,0.75,0.7,0.5516917293233082,0.1800797825136832
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,1,0.5416666666666666,0.7058823529411765,0.41379310344827586,0.5217391304347826,0.6842105263157895,0.1540270456243779
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,2,0.7916666666666666,0.78125,0.8928571428571429,0.8333333333333334,0.8785714285714286,0.567733589433837
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,3,0.6595744680851063,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.6983082706766918,0.2932330827067669
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,4,0.7659574468085106,0.84,0.75,0.7924528301886793,0.849624060150376,0.5305724993188893
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,5,0.6595744680851063,0.7,0.75,0.7241379310344828,0.6334586466165414,0.28221261993096125
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,GB,1,0.7708333333333334,0.78125,0.8620689655172413,0.819672131147541,0.8012704174228675,0.5121039481594613
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,GB,2,0.8541666666666666,0.8387096774193549,0.9285714285714286,0.8813559322033898,0.8500000000000001,0.6994944540094827
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,GB,3,0.7446808510638298,0.8076923076923077,0.75,0.7777777777777778,0.7791353383458647,0.4805600084561713
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,GB,4,0.7659574468085106,0.8695652173913043,0.7142857142857143,0.7843137254901961,0.7941729323308271,0.5462184380881356
poi-1.5,METRICS_POST_TFIDF_RISK,SMOTE,GB,5,0.6382978723404256,0.6896551724137931,0.7142857142857143,0.7017543859649122,0.6954887218045113,0.24289518292333856
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,1,0.5625,0.75,0.41379310344827586,0.5333333333333333,0.6098003629764066,0.2108663315950723
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,2,0.7291666666666666,0.7777777777777778,0.75,0.7636363636363637,0.7410714285714286,0.4472135954999579
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,3,0.5957446808510638,0.6956521739130435,0.5714285714285714,0.6274509803921569,0.7302631578947368,0.19929591659972518
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,4,0.7446808510638298,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.8421052631578947,0.4945491263770958
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,5,0.5957446808510638,0.7142857142857143,0.5357142857142857,0.6122448979591837,0.6992481203007519,0.2170869536269191
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,1,0.7083333333333334,0.7419354838709677,0.7931034482758621,0.7666666666666667,0.764065335753176,0.38042824521683705
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,2,0.8333333333333334,0.7941176470588235,0.9642857142857143,0.8709677419354839,0.8598214285714286,0.6662864061573011
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,3,0.7021276595744681,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7471804511278195,0.393354138195785
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,4,0.7021276595744681,0.7916666666666666,0.6785714285714286,0.7307692307692307,0.7857142857142858,0.4078184960049932
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,5,0.6382978723404256,0.7037037037037037,0.6785714285714286,0.6909090909090909,0.6259398496240601,0.2556041325376307
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,1,0.6666666666666666,0.7096774193548387,0.7586206896551724,0.7333333333333333,0.705989110707804,0.29135236340996784
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,2,0.7708333333333334,0.7428571428571429,0.9285714285714286,0.8253968253968254,0.8026785714285715,0.5309273306727194
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,3,0.6595744680851063,0.7307692307692307,0.6785714285714286,0.7037037037037037,0.7039473684210527,0.30614826793539873
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,4,0.6808510638297872,0.76,0.6785714285714286,0.7169811320754716,0.75,0.3567961406569535
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,5,0.6382978723404256,0.6666666666666666,0.7857142857142857,0.7213114754098361,0.5733082706766918,0.22187883721335555
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,1,0.5625,0.8333333333333334,0.3448275862068966,0.4878048780487805,0.6297640653357531,0.270555432368805
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,2,0.75,0.8636363636363636,0.6785714285714286,0.76,0.8464285714285714,0.5229975846277625
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,3,0.6382978723404256,0.7391304347826086,0.6071428571428571,0.6666666666666666,0.7283834586466166,0.28602654697182783
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,4,0.6808510638297872,0.8421052631578947,0.5714285714285714,0.6808510638297872,0.8101503759398496,0.41353383458646614
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,5,0.6170212765957447,0.7777777777777778,0.5,0.6086956521739131,0.7086466165413533,0.2922332669546417
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,1,0.7083333333333334,0.7272727272727273,0.8275862068965517,0.7741935483870968,0.7395644283121596,0.3733844372279492
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,2,0.8125,0.7878787878787878,0.9285714285714286,0.8524590163934426,0.8410714285714286,0.6153871128820448
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,3,0.7659574468085106,0.8148148148148148,0.7857142857142857,0.8,0.8148496240601503,0.5186711594559221
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,4,0.6170212765957447,0.7272727272727273,0.5714285714285714,0.64,0.7349624060150376,0.25142111465982214
poi-1.5,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,5,0.6170212765957447,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6954887218045113,0.20488721804511278
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,1,0.6666666666666666,0.6756756756756757,0.8620689655172413,0.7575757575757576,0.7595281306715063,0.2681826741142806
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,2,0.7291666666666666,0.6923076923076923,0.9642857142857143,0.8059701492537313,0.7821428571428571,0.46013216766665177
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,3,0.7446808510638298,0.75,0.8571428571428571,0.8,0.7734962406015038,0.45910450047444507
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,4,0.7872340425531915,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.8458646616541353,0.5582706766917294
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,5,0.6382978723404256,0.6896551724137931,0.7142857142857143,0.7017543859649122,0.6785714285714286,0.24289518292333856
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,1,0.6666666666666666,0.6857142857142857,0.8275862068965517,0.75,0.7558983666061706,0.27361447519361976
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,2,0.8333333333333334,0.7941176470588235,0.9642857142857143,0.8709677419354839,0.8392857142857143,0.6662864061573011
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,3,0.6808510638297872,0.782608695652174,0.6428571428571429,0.7058823529411765,0.7565789473684211,0.37275717734393043
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,4,0.7021276595744681,0.75,0.75,0.75,0.7988721804511277,0.3815789473684211
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,5,0.6382978723404256,0.6666666666666666,0.7857142857142857,0.7213114754098361,0.6052631578947368,0.22187883721335555
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,1,0.625,0.6571428571428571,0.7931034482758621,0.71875,0.7186932849364791,0.1777495495783369
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,2,0.7916666666666666,0.78125,0.8928571428571429,0.8333333333333334,0.8026785714285715,0.567733589433837
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,3,0.723404255319149,0.8260869565217391,0.6785714285714286,0.7450980392156863,0.7387218045112782,0.45948780771603304
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,4,0.7021276595744681,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7857142857142857,0.393354138195785
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,5,0.5531914893617021,0.6060606060606061,0.7142857142857143,0.6557377049180327,0.5338345864661654,0.03227328541285172
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,SVM_RBF,1,0.75,0.7297297297297297,0.9310344827586207,0.8181818181818182,0.8049001814882033,0.4709034356494849
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,SVM_RBF,2,0.8125,0.7567567567567568,1.0,0.8615384615384616,0.8571428571428572,0.6451482125963119
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,SVM_RBF,3,0.6808510638297872,0.7407407407407407,0.7142857142857143,0.7272727272727273,0.6889097744360902,0.3432931415103945
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,SVM_RBF,4,0.7872340425531915,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.8298872180451128,0.5582706766917294
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,SVM_RBF,5,0.5957446808510638,0.6285714285714286,0.7857142857142857,0.6984126984126984,0.6165413533834587,0.11423871213925353
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,GB,1,0.7291666666666666,0.7352941176470589,0.8620689655172413,0.7936507936507936,0.7976406533575318,0.4178635577243744
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,GB,2,0.8541666666666666,0.8387096774193549,0.9285714285714286,0.8813559322033898,0.8089285714285714,0.6994944540094827
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,GB,3,0.7659574468085106,0.8148148148148148,0.7857142857142857,0.8,0.7979323308270677,0.5186711594559221
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,GB,4,0.6808510638297872,0.782608695652174,0.6428571428571429,0.7058823529411765,0.7716165413533834,0.37275717734393043
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,NONE,GB,5,0.6382978723404256,0.6896551724137931,0.7142857142857143,0.7017543859649122,0.6597744360902256,0.24289518292333856
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,LR,1,0.5833333333333334,0.7368421052631579,0.4827586206896552,0.5833333333333334,0.7014519056261344,0.21960072595281308
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,LR,2,0.75,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7892857142857144,0.4857142857142857
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,LR,3,0.6382978723404256,0.7037037037037037,0.6785714285714286,0.6909090909090909,0.7546992481203008,0.2556041325376307
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,LR,4,0.6808510638297872,0.8095238095238095,0.6071428571428571,0.6938775510204082,0.7838345864661654,0.3914986941476917
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,LR,5,0.7021276595744681,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7105263157894737,0.393354138195785
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,RF,1,0.6458333333333334,0.6764705882352942,0.7931034482758621,0.7301587301587301,0.7522686025408348,0.23041074678259896
poi-1.5,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,RF,2,0.8125,0.7878787878787878,0.9285714285714286,0.8524590163934426,0.8571428571428572,0.6153871128820448
